CustomerID,Recency,Frequency,Monetary
16656,NULL,1,428.76
16658,NULL,1,123.24
16665,NULL,1,135.4
16670,NULL,1,403.61
16679,NULL,1,129.75
16684,NULL,4,3113.4
16686,NULL,1,364.98
16700,NULL,1,336.94
16701,NULL,1,476.76
16705,NULL,2,1131.72
16710,NULL,2,524.97
16711,NULL,1,214.2
16713,NULL,1,414.43
16717,NULL,1,307.25
16718,NULL,1,623.75
16719,NULL,1,430.73
16722,NULL,2,799.52
16725,NULL,3,327.2
16726,NULL,1,129.57
16727,NULL,1,272.82
16743,NULL,1,430.28
16746,NULL,1,311.64
16752,NULL,1,207.5
16754,NULL,1,2002.4
16770,NULL,2,262.2
16775,NULL,1,231.9
16779,NULL,2,687.83
16781,NULL,1,311.25
16782,NULL,2,577.99
16795,NULL,1,414.88
16805,NULL,1,214.77
16812,NULL,1,479.35
16814,NULL,1,273.29
16816,NULL,1,75.78
16817,NULL,2,367.3
16835,NULL,1,81.75
16839,NULL,1,552.24
16858,NULL,1,375.69
16863,NULL,1,164.25
16873,NULL,1,2157.64
16883,NULL,1,128.03
16885,NULL,1,190.65
16891,NULL,1,232.26
16893,NULL,1,145.93
16898,NULL,1,116.08
16899,NULL,1,170.55
16904,NULL,2,338.7
16905,NULL,1,254.4
16907,NULL,1,182.02
16916,NULL,1,198.08
16919,NULL,2,540.01
16923,NULL,1,550.5
16926,NULL,1,230.25
16927,NULL,1,218.1
16928,NULL,1,116.25
16931,NULL,2,364.66
16945,NULL,1,279.85
16950,NULL,1,172
16954,NULL,1,346.8
16955,NULL,2,189.1
16983,NULL,1,163.49
16985,NULL,1,933.32
17001,NULL,1,397.96
17007,NULL,2,207.12
17017,NULL,5,2357.64
17019,NULL,1,358.82
17025,NULL,2,160.97
17026,NULL,1,33.15
17033,NULL,1,307.8
17041,NULL,1,304.5
17059,NULL,1,722.36
17062,NULL,3,435.73
17068,NULL,2,297.45
17069,NULL,2,583.2
17076,NULL,1,151.5
17085,NULL,1,452.99
17091,NULL,1,293.45
17097,NULL,1,174.72
17126,NULL,1,212.6
17135,NULL,1,215.58
17146,NULL,1,298.25
17158,NULL,1,413.79
17179,NULL,1,243
17181,NULL,1,155.52
17188,NULL,1,513.64
17189,NULL,1,227.22
17191,NULL,3,510.11
17194,NULL,1,252.62
17198,NULL,2,521.66
17211,NULL,2,597.52
17213,NULL,1,312.9
17214,NULL,1,171.05
17218,NULL,3,606.28
17220,NULL,1,317.5
17223,NULL,1,292.84
17227,NULL,1,142.25
17228,NULL,2,355.95
17230,NULL,1,1761.26
17231,NULL,1,232.01
17235,NULL,1,341.9
17236,NULL,1,126.28
17238,NULL,2,370.09
17243,NULL,3,855.05
17251,NULL,1,283.28
17259,NULL,1,381.64
17262,NULL,1,268.86
17287,NULL,2,222.7
17288,NULL,1,133.56
17293,NULL,1,346.14
17303,NULL,1,250.04
17315,NULL,1,108.92
17320,NULL,1,450.92
17324,NULL,1,127.05
17338,NULL,1,767.6
17339,NULL,1,60
17340,NULL,1,2671.27
17341,NULL,1,513.6
17343,NULL,1,193.64
17346,NULL,2,247.84
17358,NULL,1,246.7
17371,NULL,1,97.63
17372,NULL,2,370.78
17375,NULL,1,109.71
17377,NULL,3,785.08
17381,NULL,3,3603.72
17392,NULL,1,312.41
17396,NULL,1,397.5
17402,NULL,2,459.97
17404,NULL,2,3834.3
17406,NULL,1,702.1
17412,NULL,2,447.76
17419,NULL,2,374.27
17420,NULL,1,130.85
17428,NULL,2,893.95
17430,NULL,1,112.6
17449,NULL,1,684.26
17450,NULL,2,2028.84
17454,NULL,1,165.85
17456,NULL,1,249.86
17460,NULL,2,70.3
17470,NULL,1,178.4
17491,NULL,1,327.4
17496,NULL,1,271.05
17511,NULL,3,6711.08
17519,NULL,1,335.3
17524,NULL,1,145
17525,NULL,1,422.7
17526,NULL,2,238.6
17530,NULL,1,300.64
17551,NULL,1,306.84
17552,NULL,2,298.52
17567,NULL,1,517.95
17572,NULL,1,70.8
17576,NULL,2,297
17580,NULL,1,46.85
17581,NULL,2,786.78
17591,NULL,1,406.6
17596,NULL,1,392.62
17611,NULL,1,244.19
17616,NULL,1,326.4
17618,NULL,1,320.28
17629,NULL,1,238.65
17643,NULL,1,101.55
17646,NULL,1,251
17655,NULL,1,676.1
17659,NULL,2,359.95
17671,NULL,1,394.18
17674,NULL,1,300.66
17675,NULL,2,1019.12
17676,NULL,1,300.7
17677,NULL,4,1616.6
17682,NULL,1,391.5
17685,NULL,2,463.02
17690,NULL,4,687.9
17691,NULL,2,290.4
17692,NULL,1,343.26
17696,NULL,2,175.6
17706,NULL,3,477.83
17720,NULL,1,102
17722,NULL,1,910.14
17732,NULL,1,303.97
17735,NULL,1,454.6
17739,NULL,1,360.06
17744,NULL,1,377.52
17752,NULL,1,80.64
17757,NULL,4,565.8
17760,NULL,1,172.54
17787,NULL,1,736.28
17790,NULL,5,399.55
17796,NULL,1,114.65
17799,NULL,1,223.48
17802,NULL,1,100.2
17809,NULL,3,1251.5
17812,NULL,1,217.55
17816,NULL,1,16.21
17819,NULL,2,980.12
17827,NULL,3,1271.8
17838,NULL,2,935.56
17841,NULL,6,2473.07
17848,NULL,1,97.3
17850,NULL,34,5391.21
17855,NULL,1,208.97
17857,NULL,2,1340.7
17858,NULL,2,1556.85
17860,NULL,1,252.8
17863,NULL,1,384.72
17865,NULL,2,1079.83
17869,NULL,1,214.32
17870,NULL,1,326.4
17873,NULL,1,215.15
17880,NULL,1,458.92
17884,NULL,2,324.62
17888,NULL,1,29.43
17890,NULL,1,476.96
17894,NULL,3,380.51
17897,NULL,2,434.62
17905,NULL,1,201.75
17908,NULL,1,243.28
17912,NULL,4,289.41
17913,NULL,1,218.05
17917,NULL,1,110.91
17920,NULL,2,735.91
17924,NULL,1,279
17925,NULL,1,244.08
17937,NULL,2,2153.88
17949,NULL,1,1314
17950,NULL,2,263.17
17951,NULL,2,409.5
17954,NULL,2,128.68
17961,NULL,1,127.55
17964,NULL,1,261.76
17965,NULL,2,156.8
17967,NULL,1,123.07
17968,NULL,1,277.35
17969,NULL,1,125.2
17975,NULL,2,621.49
17976,NULL,1,353.19
17978,NULL,1,300.92
17980,NULL,1,295.2
17990,NULL,1,168
17999,NULL,1,190.34
18004,NULL,1,169.47
18011,NULL,1,102.79
18016,NULL,1,156.65
18037,NULL,1,31.3
18041,NULL,3,634.29
18043,NULL,1,316.46
18044,NULL,1,74.25
18050,NULL,1,74.4
18055,NULL,3,1751.12
18061,NULL,1,405.16
18065,NULL,2,345.02
18071,NULL,1,258.95
18074,NULL,1,489.6
18075,NULL,1,198.95
18077,NULL,2,396.33
18085,NULL,1,303.9
18092,NULL,1,1485.72
18102,NULL,4,27834.61
18109,NULL,2,552.75
18113,NULL,1,76.32
18116,NULL,2,311.88
18118,NULL,2,608.51
18119,NULL,1,181.12
18144,NULL,2,502.65
18156,NULL,1,206.23
18168,NULL,2,449.94
18176,NULL,1,476.35
18178,NULL,1,300.65
18219,NULL,2,390.06
18223,NULL,1,501.69
18225,NULL,1,30
18229,NULL,2,653.2
18239,NULL,1,438.1
18245,NULL,1,365.73
18259,NULL,1,376.3
18260,NULL,1,230.7
18269,NULL,1,168.6
